0.09012,0.00020,0.00317,0.00017
0.07992,0.00016,0.00297,0.00012
0.069556,0.000092,0.002706,0.000072
0.059758,0.000064,0.002320,0.000051
0.049583,0.000043,0.001906,0.000031
0.039761,0.000031,0.001508,0.000025
0.029807,0.000033,0.001135,0.000028
0.019997,0.000068,0.000833,0.000062
